Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people�s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
5599,0,0,-3,-1,-1,1,1,0,-2,1,1,1,-1,2,-1,3,-1,1,1,-3,0,-1,0,0,0,0,-1,0,-2,1,-1,0,-3,1,3,2,-2,2,1,-1,0,-1,2,0,-1,0,-2,0,0,0,0,0,-2,0,-2,0,0,-3,2,0,ESFP
5611,0,0,0,-2,1,3,2,0,-2,0,-3,-1,1,0,-1,0,2,0,0,-3,0,-2,0,0,1,0,-1,0,3,1,2,0,-1,0,-2,-2,-3,-2,0,-2,-1,1,2,0,0,0,0,0,-3,0,0,0,-1,-1,1,1,0,-1,-1,-1,INFP
5612,0,0,-1,1,-1,-1,0,0,0,0,-1,2,-1,0,-2,0,1,-3,-2,0,0,0,0,0,-2,1,-3,-1,2,-1,-3,0,-1,0,0,1,1,2,0,2,3,0,0,1,3,0,-3,0,0,0,-1,0,1,-1,-2,0,0,3,0,0,ESFP
5613,0,0,-1,-1,-1,-1,-2,0,3,0,0,3,-1,1,-3,1,-3,0,-1,-1,0,0,0,0,-2,1,-3,0,-2,3,0,-1,-2,0,2,0,0,0,0,2,0,2,0,-2,0,0,-2,0,2,0,-1,-1,2,0,-2,0,0,-3,1,0,ESFP
5615,0,0,0,0,-1,0,0,0,0,0,-2,1,-1,1,-2,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,2,2,-1,0,-2,1,1,-1,0,-1,0,0,1,1,1,-1,-2,0,-1,0,1,0,0,0,3,0,-2,-1,0,-2,-1,1,ESFP
5618,0,0,1,3,0,1,-2,0,0,0,0,0,0,3,-1,-1,3,2,0,2,0,-2,0,0,3,1,-3,0,0,-1,1,0,2,0,2,-1,0,0,0,-2,0,0,-1,1,-2,0,-1,0,-1,0,0,0,-2,0,1,0,0,2,-1,0,ENFJ
5621,0,-1,0,0,-2,2,-2,0,3,0,1,2,0,-1,-1,2,0,2,-2,3,0,0,0,0,-1,-1,1,0,1,-2,1,-1,0,0,-1,1,-2,-2,-2,-3,1,-2,0,0,-2,0,0,0,0,0,0,0,0,0,-2,1,0,0,1,2,INFP
5624,0,0,1,2,2,-2,-1,-1,3,0,-2,3,-2,1,0,0,-2,-2,0,0,0,-1,0,0,-2,2,-1,0,0,3,-1,0,-1,0,1,0,-1,2,2,0,0,-1,2,-2,-2,0,-3,0,-1,0,0,0,-1,0,-2,0,0,3,1,1,ESFP
5625,0,0,-2,-1,1,0,0,0,-1,0,0,-1,1,-3,0,-1,0,-1,-2,-2,0,1,0,0,-1,0,-1,0,0,2,0,0,3,0,0,-1,1,0,1,0,-2,1,1,-2,1,0,0,0,-1,0,0,0,-2,0,1,0,-1,-1,-2,-1,INFP
5627,-1,0,-2,-2,3,-1,2,0,2,0,0,2,2,-2,0,1,-1,2,0,-1,0,1,0,-1,1,-1,1,0,1,-3,-3,0,1,0,1,1,1,0,0,3,1,1,2,1,-1,0,2,0,1,0,0,0,2,-1,-2,0,0,-1,0,-1,ENTJ
5632,0,-1,0,-1,-3,1,1,0,1,0,-1,3,3,-2,-2,-1,-1,-1,-1,1,0,1,0,0,-2,1,0,0,2,1,1,0,-2,0,1,-3,-1,2,-2,-1,-3,-1,-3,-1,-1,0,-2,0,3,0,0,1,0,0,-1,1,0,-3,-1,1,INFP
5637,0,0,1,1,-3,-2,-1,0,1,0,-1,2,-2,2,2,0,1,-1,-1,1,0,0,0,0,0,1,-2,0,-1,2,-3,0,0,0,1,-3,-1,2,-1,-1,0,1,2,-1,-2,0,-1,0,3,0,0,0,1,0,1,0,0,-2,-1,3,ESFP
5639,-1,0,-3,-1,0,-1,0,0,0,0,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,0,1,0,0,1,1,2,1,2,2,-1,0,-2,0,2,-2,-1,0,1,2,-1,1,-1,2,1,1,-2,0,0,1,0,0,2,0,-1,0,0,2,1,1,INTP
5640,1,1,0,-1,-2,-1,-1,0,1,0,0,0,-1,2,1,2,0,-1,-2,1,1,1,0,0,0,2,0,0,2,1,-2,0,0,0,1,-2,-1,1,1,3,2,3,2,-2,-2,0,-2,0,1,0,0,0,2,0,-1,1,0,-1,0,0,ESFP
5641,0,0,0,-1,1,1,0,0,1,0,-2,0,0,0,-2,-1,-3,-2,-2,-1,0,3,0,0,-2,1,0,0,-2,1,0,0,0,0,1,-1,-1,-3,2,-1,1,1,0,-1,-3,-1,-1,0,3,0,-1,0,2,1,-2,0,0,3,-3,2,INTP
5643,0,0,-1,-2,1,0,-1,0,2,0,-2,-1,1,-1,-3,-1,2,1,2,-2,0,-3,0,0,-2,2,3,0,2,1,2,0,1,0,-1,2,1,2,1,0,2,-1,0,1,-1,0,2,0,1,0,0,0,-2,0,-1,0,0,2,2,0,ENTJ
5644,0,0,-3,0,-2,-2,-2,0,-1,0,-2,0,1,0,-2,0,-1,0,0,1,0,-1,0,0,0,1,2,0,0,-2,1,0,-3,0,1,0,-2,-3,3,1,-2,0,-3,2,-2,-1,-3,-1,-1,0,0,0,3,0,1,0,0,1,-2,0,INTP
5649,0,0,-2,-1,0,-1,-2,1,0,0,0,-1,0,0,0,1,-1,1,-3,-1,1,2,0,1,-1,2,1,0,0,2,0,0,-2,0,1,-1,-2,-1,2,-1,-2,3,-1,1,-2,0,-2,0,1,0,0,0,1,1,3,0,-1,0,-2,0,INTP
5650,-1,0,0,0,0,2,-2,0,-2,0,-1,-2,2,0,-1,-1,0,-1,0,-1,0,-1,0,0,-2,3,-2,0,2,-1,0,0,1,0,-3,0,-2,-2,0,-1,0,-1,-1,1,1,0,1,0,-1,0,0,-1,-3,0,0,-1,0,-1,0,-2,INFP
5651,0,0,0,2,-3,1,0,1,-1,0,-1,-1,1,3,-1,-2,-2,-2,2,0,0,2,0,0,0,2,0,0,-2,2,0,0,0,0,0,-1,0,-1,0,-1,-1,0,2,1,-2,0,-1,1,-2,0,0,0,-3,0,1,-1,0,-1,1,-1,ENFJ
5652,-1,0,-1,-2,2,3,0,0,-2,0,-2,-3,-1,0,-1,0,0,-2,-1,-3,1,-1,0,0,1,2,0,0,3,1,2,0,0,1,-2,-2,-1,1,0,-1,-2,-2,1,0,2,1,1,0,-2,0,0,0,0,0,0,0,0,-1,0,-1,INFP
5653,0,0,1,-1,-1,1,-1,0,-1,1,0,-3,1,-1,0,0,1,-1,2,-1,0,2,-1,0,-1,1,1,0,3,1,-3,0,-1,0,1,-1,-2,0,1,1,-2,0,-1,1,-1,0,-3,0,2,0,0,0,2,-1,0,-1,0,-1,0,3,INTP
5654,0,-1,-2,1,-2,-1,-1,0,0,0,-2,2,0,2,-1,2,-2,0,1,0,0,-2,1,0,-1,1,1,0,2,0,-2,0,0,0,2,-1,-1,2,2,0,2,-1,1,0,-2,1,-1,0,2,0,0,0,0,0,-2,0,0,0,-2,2,ESFP
5664,0,0,-2,0,3,0,0,0,-3,0,-1,0,2,-1,-2,-1,2,-1,-2,-2,1,0,0,0,-2,0,-1,0,0,1,2,0,1,0,0,-1,-3,-3,-2,-1,0,-1,1,-2,1,0,1,0,2,0,0,0,-1,0,0,-1,0,0,-2,0,INFP
5665,0,0,0,-1,2,2,-1,-1,-1,0,-1,3,1,-1,0,0,2,2,-2,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,2,-1,0,2,1,-1,-1,-1,-3,0,0,0,-1,0,0,0,1,-1,-3,0,0,-2,-3,0,ENTJ
5666,0,0,0,2,3,-1,0,0,0,0,1,1,1,-1,-1,-2,2,0,0,2,0,0,0,1,0,1,-1,0,2,1,-1,0,2,0,2,0,-1,0,1,-3,-1,0,-1,0,1,0,1,0,-1,0,0,0,-1,0,1,0,-1,0,-2,1,ENFJ
5673,0,0,2,0,-2,0,0,0,-1,0,0,-1,1,1,0,-2,-2,-3,1,0,0,2,0,-1,-3,2,-3,0,1,1,2,0,1,0,-1,1,0,-3,-1,-2,0,1,1,0,-2,0,0,0,-1,0,0,0,-2,0,0,0,0,0,1,-3,ENFJ
5675,0,0,-3,1,0,-1,-2,0,-2,-1,-2,-1,-2,0,0,0,-1,0,1,1,0,2,1,0,1,3,-1,0,-2,-1,2,0,1,0,3,1,-2,-3,1,0,-2,3,-1,0,-1,0,-2,0,0,1,0,0,-2,0,0,0,0,-1,1,0,ENFJ
5680,0,0,0,0,1,0,-1,0,0,0,0,-1,1,2,0,-1,0,1,1,-1,-1,2,-1,1,-2,-2,3,0,0,1,3,0,0,0,2,1,3,-2,1,-1,-2,1,2,0,1,0,-1,-1,-1,0,0,0,2,1,1,-1,0,0,-2,1,INTP
5681,0,0,-2,2,-1,0,-2,0,0,0,-1,1,1,1,-1,-1,-2,-1,1,-1,0,3,0,0,-1,1,1,0,-1,1,2,0,1,0,2,0,-2,-1,2,1,-1,2,2,-1,-2,0,0,0,-1,0,0,0,-3,0,-1,0,0,0,1,0,ENFJ
5691,0,0,-1,0,2,-1,0,0,2,0,-2,-1,2,-1,-3,-2,0,1,1,0,0,0,0,0,0,1,1,0,-1,-1,2,1,0,0,1,0,2,2,0,-3,-1,0,-2,0,0,0,-1,0,1,0,-1,0,-1,0,2,0,0,1,1,-2,ENTJ
5697,0,-1,0,-2,0,2,2,0,0,0,1,3,0,-2,-1,-2,2,2,-1,-3,0,1,0,0,0,1,-2,0,1,0,-2,0,0,0,1,1,2,2,1,0,2,-3,2,-1,-3,1,0,0,3,0,0,-1,3,0,-1,0,0,-2,-2,-2,ENTJ
5699,0,0,1,-2,1,3,-1,-1,0,1,0,0,1,-1,0,-1,1,-3,-1,-1,0,0,0,0,1,1,2,0,1,-3,-3,0,2,0,3,3,0,-2,0,1,1,-2,0,-2,0,0,0,0,2,0,0,0,-1,0,0,0,0,-1,0,1,ENTJ
5700,0,0,1,-1,1,-2,-1,0,2,0,0,2,1,1,0,-1,-2,-1,-1,2,0,-2,0,0,-1,-1,-1,0,0,1,0,0,2,1,1,-2,0,2,-1,-1,-1,-1,-2,-1,2,0,3,0,0,0,0,0,-1,0,2,0,0,1,-2,2,ENFJ
5702,0,0,-2,-2,2,0,-2,0,-1,0,-2,-1,1,-1,-2,1,1,0,-2,-3,0,0,0,0,0,0,-2,1,2,2,0,0,2,0,-2,1,3,0,2,-2,0,1,1,-1,2,0,0,0,0,0,0,0,-3,0,1,0,0,-2,-2,0,INFP
5706,0,0,-2,-1,1,0,0,0,-1,0,-2,0,1,-1,-2,-2,0,-1,1,3,-1,2,0,0,-1,1,0,0,0,1,2,0,1,0,2,0,-1,-2,2,0,-1,2,1,0,-1,0,-1,0,-2,1,0,0,-1,0,0,0,0,-1,2,0,ENFJ
5710,0,0,-1,3,0,0,-1,0,1,0,2,1,3,2,-1,1,3,2,0,2,0,0,0,0,3,0,-2,0,0,1,-3,-1,2,0,1,0,1,0,1,1,0,-2,-1,2,1,0,-1,0,1,0,0,0,0,0,1,0,1,2,-1,-1,ENFJ
5720,1,0,-1,1,1,0,0,0,0,0,-1,2,1,1,-1,0,2,2,0,3,0,1,-1,-1,1,0,-2,0,0,1,-1,0,2,0,2,-2,0,-1,-1,0,-2,-1,-1,2,1,0,0,0,-1,0,0,0,1,0,2,0,0,2,-2,0,ENFJ
5721,0,0,3,2,2,-2,-2,0,3,1,3,3,1,3,-2,-1,1,0,-1,2,0,-3,0,0,2,1,-1,0,1,1,-2,-1,3,-1,1,1,-1,2,1,-1,0,-2,-1,0,0,0,2,0,1,0,0,0,-2,0,3,0,0,3,1,-1,ENFJ
5722,0,0,-2,0,-1,-1,2,0,2,0,-1,-2,0,-1,-2,1,-1,-1,-1,-2,0,1,1,0,-1,1,3,0,2,0,-1,0,2,0,3,0,-1,-3,-1,-2,-2,2,-1,-1,-1,0,-1,-1,-1,0,0,0,3,0,0,0,0,1,-2,0,INTP
5726,0,0,1,2,-1,-1,-1,0,-1,-1,0,-1,0,1,0,-3,2,-1,-2,2,0,-2,0,0,1,3,0,0,1,0,-3,1,2,0,2,-1,1,1,3,0,2,0,-2,3,2,-1,0,0,-2,0,0,0,0,0,0,1,0,0,0,1,ENFJ
5735,0,0,0,-3,0,3,1,0,0,0,1,0,1,1,-1,-2,-2,0,-3,-1,0,-1,1,0,1,-2,0,0,-2,2,0,1,-2,0,1,0,-1,1,1,-2,2,-1,2,-2,-1,-1,0,0,-1,1,0,0,0,0,-1,0,0,1,1,0,ESFP
5739,0,1,-1,-2,0,-2,-3,0,1,0,0,-1,-1,-2,-2,0,-2,-1,-1,0,0,2,0,0,-2,1,0,0,1,3,-2,0,-2,0,1,-1,-1,0,1,0,-2,3,0,2,-1,0,-2,0,2,1,0,0,1,0,0,0,0,-1,-1,3,INTP
5740,0,0,-2,-3,0,0,1,0,-1,0,-1,2,1,-1,0,-1,2,0,-1,-1,0,2,0,-1,3,2,3,-1,0,-2,-2,-1,0,0,2,1,-1,-2,-1,0,1,-1,1,-2,0,0,2,-1,1,0,0,0,2,0,0,0,0,2,-2,-1,ENTJ
5742,-1,1,0,0,2,-1,-3,0,1,0,2,2,2,1,-2,0,2,0,-1,0,0,-1,0,1,1,2,1,0,2,2,-1,1,1,0,1,-2,0,0,3,3,-1,0,1,1,0,0,2,0,0,0,1,0,0,0,2,0,0,2,0,2,ENFJ
5743,0,0,1,-1,-3,-2,-1,0,1,0,-3,-2,3,-3,-2,1,2,0,0,0,0,3,0,1,3,1,1,0,-2,-1,2,0,0,0,1,-2,-1,-1,-2,-1,-2,-3,-2,1,-2,0,-1,0,2,0,0,0,-2,0,0,0,0,-2,-1,0,INFP
5744,0,0,0,0,1,1,-2,1,0,0,0,-1,1,-2,-1,-2,1,0,-1,0,0,-2,0,0,0,1,-3,0,-1,1,2,0,2,-1,-1,-1,-1,-2,2,0,-3,-1,2,-1,2,0,2,0,1,0,0,0,1,0,3,0,0,0,0,0,INFP
5747,0,0,1,0,0,1,1,0,2,0,0,0,2,2,0,-2,0,0,0,-2,0,-3,0,1,2,-2,2,0,-1,0,0,1,-2,-1,0,-1,-1,3,0,-2,3,-1,2,-2,-3,0,-1,0,-2,0,0,0,-1,0,-1,0,0,-1,1,-2,ESFP
5748,1,0,-1,2,-1,-1,-2,0,-2,0,0,-2,2,1,1,1,-3,-1,1,0,0,1,0,0,-2,0,-2,0,-2,2,2,0,-1,0,2,-2,-1,-1,0,1,-1,2,1,0,-2,0,-1,0,0,0,0,0,-1,0,1,0,0,0,1,0,ENFJ
5749,0,0,-2,-2,2,-3,-2,0,-1,0,-2,-2,1,0,2,0,0,-2,-1,-2,0,1,-1,0,1,2,3,0,1,3,-2,0,-2,0,3,-2,0,-1,0,-1,-2,1,-1,2,-1,0,-2,0,-1,0,0,0,3,0,-1,0,0,1,-2,0,INTP
5751,0,0,-1,-2,-1,1,0,0,0,0,3,1,-2,-1,-1,-2,-1,0,0,0,0,0,0,0,2,-2,-3,-1,-1,2,-3,0,1,0,1,0,0,-1,3,-1,1,-1,2,-2,-3,0,-2,1,-1,0,0,0,2,0,-3,0,0,0,0,1,ESFP
5752,0,-1,1,1,1,1,0,0,0,0,1,1,0,2,-3,0,1,1,-2,1,0,-1,0,0,1,2,-1,0,1,1,-1,-1,2,0,2,-2,-1,1,1,1,0,0,-2,2,1,0,1,0,0,0,0,0,0,-1,1,0,0,2,-1,-1,ENFJ
5753,0,0,-2,-1,-1,0,3,0,-1,0,2,0,-1,1,-3,-2,-1,-1,1,-2,0,-2,0,0,2,-1,-1,-1,-2,3,0,0,-2,0,1,2,-3,2,0,-3,0,-2,2,1,1,0,-2,0,-1,0,0,0,-1,0,-1,0,0,-3,1,1,INTP
5757,0,0,2,2,-2,-1,-3,0,-3,0,3,-1,2,2,0,2,3,-1,-2,-2,0,1,-1,0,-1,-2,1,0,-1,1,0,0,-1,0,2,-3,-1,-2,1,-1,1,-3,1,2,-2,0,1,0,-1,0,1,0,0,0,2,-1,0,1,1,-1,INTP
5763,0,0,3,-2,-2,-1,-1,0,1,0,-1,2,3,1,0,0,2,1,-2,2,0,0,0,0,0,-2,2,0,1,-2,0,0,0,0,2,-2,-2,-1,-2,-1,-2,-1,-1,-1,-3,0,-1,0,0,0,0,-1,-2,0,0,0,0,-3,0,0,INFP
5766,0,0,-2,-2,-1,1,1,0,2,0,1,0,0,1,-1,0,0,0,-1,-2,0,-2,0,0,2,1,-2,0,-3,2,-2,0,-1,0,2,0,-1,1,3,0,1,1,2,-2,-2,0,-1,0,0,0,0,0,0,0,-2,0,0,0,2,1,ESFP
5768,0,0,1,-2,1,1,-2,0,-1,0,-2,-1,2,1,0,-3,3,0,2,1,0,1,0,-1,-2,1,2,0,2,0,-1,0,3,0,-2,2,0,2,1,0,2,0,-2,1,-2,0,2,0,1,1,0,0,-1,-1,-1,0,0,2,1,1,ENTJ
5769,0,0,0,-2,0,2,1,0,-2,0,2,2,-3,-1,-2,-2,0,-2,-2,-1,0,0,0,0,0,0,-3,0,0,2,-3,0,0,0,0,3,-1,-1,3,0,1,-1,0,-2,-2,0,-3,-1,-1,0,0,0,-1,0,-2,0,0,-1,2,0,ESFP
5772,1,0,1,1,3,-2,1,0,-1,0,0,-1,0,1,2,1,-1,-1,0,0,0,1,0,0,0,-1,2,0,3,-1,3,0,-1,0,1,-2,1,0,1,0,2,1,2,1,0,0,2,0,-2,0,0,0,1,0,-1,0,0,1,-1,2,INTP
5775,1,0,0,-2,-1,-2,1,0,-2,0,1,0,0,-1,-2,0,0,-1,-1,0,1,-3,0,0,2,-2,-3,1,-2,2,-2,1,-2,0,2,2,0,0,1,-3,-2,-2,2,-2,-1,0,0,0,-2,0,0,-1,-1,0,-3,0,0,1,2,2,ESFP
5782,0,0,0,-1,2,1,-1,0,-1,0,1,-2,0,0,-1,-2,0,-2,0,0,-1,-3,1,0,-1,1,-2,0,-1,1,2,1,0,0,2,0,-2,-1,2,-1,0,-3,2,-2,2,0,3,0,0,-1,0,0,2,0,2,0,0,-3,-3,-1,INFP
5787,0,0,-2,-2,2,1,0,0,1,0,0,-2,2,-2,-3,-1,1,2,2,-3,0,-1,0,0,2,1,0,0,1,-1,1,0,0,0,-2,1,0,2,0,-2,0,-1,-1,3,-1,0,1,0,2,0,-1,0,-2,-1,0,0,0,0,0,0,ENTJ
5791,0,0,1,-3,0,0,1,0,2,0,-1,0,1,-1,-2,0,-1,-3,-1,-3,0,2,0,0,0,2,2,0,-1,1,1,0,-1,0,-1,-2,1,0,3,0,1,2,-2,1,0,0,-1,1,0,0,0,0,1,0,0,0,0,3,-2,2,INTP
5796,0,-1,-2,-1,-1,0,3,-1,-1,0,3,1,1,1,1,-2,-3,-2,-2,-1,0,-1,0,0,0,-2,0,0,-1,1,-1,0,0,1,2,1,-3,0,0,-3,2,0,2,-1,-2,0,-1,0,-1,1,0,0,0,0,-1,0,1,3,2,-1,ESFP
5804,0,0,0,1,1,0,-2,0,-2,0,-1,0,0,-2,-2,0,2,0,0,-2,0,-2,0,0,-1,1,-2,1,0,1,0,0,2,0,-1,0,1,0,2,1,-2,-1,2,-1,1,0,1,0,-1,0,0,0,-2,0,1,0,0,-2,-2,1,INFP
5821,1,-1,-2,-3,-1,-2,-1,0,-2,0,-1,2,2,1,0,0,2,-2,-1,-1,0,-2,0,0,-1,2,2,0,1,2,-1,0,-3,0,0,-1,-2,-2,0,-1,0,1,-2,2,-2,0,-2,0,0,0,0,0,3,1,0,0,0,1,0,-1,INTP
5823,0,1,-3,-1,-1,-1,0,0,0,0,0,0,0,-1,-2,2,0,-2,-1,-3,0,1,0,0,-2,1,3,0,0,1,0,0,0,0,1,-2,0,-3,2,-1,-1,3,-2,0,-3,0,-2,0,3,0,0,0,2,0,0,0,0,0,-1,0,INTP
5824,0,0,-2,-2,1,2,-2,0,1,0,-1,-3,0,-2,-1,0,2,2,0,0,0,-2,0,0,-2,1,0,0,0,-2,0,0,2,0,-1,2,1,1,1,-1,1,0,0,1,-1,0,1,0,1,0,0,0,0,0,2,0,0,1,2,-3,ENTJ
5825,0,0,-1,0,0,2,-2,0,-1,-1,-2,0,1,-1,-1,-2,2,-1,-1,-1,0,-2,0,0,-2,2,-2,0,1,0,3,-1,0,0,-2,1,1,-1,2,-2,-2,-1,1,0,0,0,3,0,-1,0,0,0,0,0,2,0,0,0,-1,-1,INFP
5829,0,1,0,0,-2,0,-3,0,1,0,1,1,-1,0,-1,1,1,-2,0,0,0,-1,0,0,0,2,0,0,1,2,-2,0,0,0,2,-1,-2,0,0,2,2,0,2,-3,-2,0,1,-1,2,0,0,0,0,0,-1,0,0,1,0,1,ESFP
5830,0,0,0,-1,3,2,3,0,-2,0,-1,0,2,1,-2,-1,0,0,-2,0,0,0,0,0,0,0,1,0,0,-1,-2,0,1,0,0,2,0,-1,0,2,-1,-2,0,-1,-1,0,1,0,1,0,0,-1,-2,0,0,0,-1,-2,-1,-2,ENTJ
5833,0,0,1,3,-2,-1,-1,0,2,-1,-1,1,-2,0,-2,-1,-2,-1,0,0,0,-2,0,0,-3,1,-1,0,1,3,1,0,-1,0,1,-3,0,3,0,2,1,1,3,-2,-3,0,-2,0,1,0,1,0,0,0,-1,0,0,3,-1,1,ESFP
5835,0,0,0,-2,0,0,0,0,2,0,0,-1,1,-2,-1,1,2,2,-1,-2,1,-1,0,0,-1,1,2,0,-1,-2,1,0,1,0,0,-1,2,2,1,-2,-1,-1,-1,1,1,0,0,0,1,0,0,1,-2,0,2,0,0,0,2,0,ENTJ
5839,1,0,-1,-2,-1,-1,1,0,2,0,0,-2,0,1,-1,1,-1,-3,2,0,0,1,0,0,-2,1,2,0,0,2,-2,0,0,-1,1,0,1,0,3,-1,0,-1,1,0,1,0,-1,0,3,0,0,0,1,-1,0,0,0,1,-1,3,INTP
5843,0,0,0,0,-2,0,1,0,1,0,0,-2,3,1,0,-1,-3,-1,1,0,0,1,0,0,-2,3,-1,0,-1,1,1,-1,0,0,0,-1,-2,-1,2,-3,1,-1,1,1,-3,0,-1,0,-2,1,1,0,-3,0,2,0,0,-1,2,-3,ENFJ
5845,0,1,-2,-2,-2,0,-1,0,1,0,-1,-2,1,-2,-1,-2,1,3,-1,-3,0,-2,0,0,1,1,0,0,0,-2,3,0,2,0,-1,3,3,-2,0,-1,2,0,-3,0,-1,0,1,0,-1,0,-1,0,-1,0,0,0,0,2,0,1,ENTJ
5846,0,-1,-1,0,0,1,-1,0,2,0,0,1,-2,3,-3,-1,0,1,-1,1,0,0,0,0,2,0,0,0,1,2,-1,0,-1,0,2,0,-2,0,2,1,2,1,1,0,0,0,-1,0,2,-1,0,0,2,0,-2,0,-1,0,-1,0,ESFP
5847,0,0,0,0,-3,-2,-3,0,-2,0,-1,-1,2,2,0,-1,-1,-2,2,2,0,1,-1,0,-2,1,-3,0,-1,2,-2,0,0,0,-1,-1,1,0,0,-1,-1,2,1,1,-1,0,-1,0,-2,0,0,0,0,0,3,0,0,-1,1,-2,ENFJ
5849,0,0,-1,0,3,3,-1,0,0,0,0,-1,1,0,0,-1,0,1,1,-2,0,-1,0,0,-1,2,-1,0,2,-2,1,0,1,0,1,2,1,1,1,-2,2,-3,-2,1,0,1,-1,0,2,0,1,-1,0,-1,2,0,0,1,0,-1,ENTJ
5851,0,0,1,1,0,1,-2,0,0,0,1,3,1,1,-1,-1,-1,-1,-2,0,0,-1,0,0,-1,-3,0,0,0,-1,2,0,1,0,-3,1,-1,-1,-1,0,-1,1,1,0,-3,0,1,-1,1,0,0,0,-1,0,0,0,0,-2,-1,1,INFP
5852,0,0,-3,2,1,-1,0,-1,1,0,2,-3,0,0,-1,-2,-2,-2,3,1,0,1,0,0,-1,3,0,0,0,2,2,1,0,0,3,-2,0,-1,0,-2,-1,0,2,-1,-2,0,-1,0,-3,0,0,0,-2,0,1,1,0,-1,-1,-2,ENFJ
5853,0,0,-2,2,-2,0,-2,0,-2,0,0,-2,-2,3,1,-2,-2,-3,0,-1,0,2,0,1,0,1,-1,0,-1,-1,3,-1,0,0,2,-1,-1,-2,0,-3,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,-1,1,0,0,-2,1,-1,ENFJ
5854,0,0,-1,2,1,-2,0,0,2,0,-2,0,0,3,2,1,-2,0,-2,3,1,-1,0,0,-1,-1,1,0,3,1,-1,0,2,0,0,-1,-2,0,2,1,0,1,1,-1,-3,0,-2,0,0,0,0,0,2,0,0,0,0,2,-3,2,ESFP
5855,0,0,-2,3,0,-1,-1,0,0,0,-1,2,1,0,-3,0,-2,-2,2,-1,0,2,0,-1,-1,1,1,0,-2,1,1,-1,1,-1,2,-2,-3,0,2,-1,-1,3,0,1,-1,0,-1,0,-1,0,0,0,-2,0,0,-1,1,-1,1,0,ENFJ
5865,0,0,-2,-2,-3,0,0,0,1,0,0,1,0,3,-1,0,-1,-1,-1,-1,1,0,0,0,-1,-1,2,0,-1,2,1,0,-2,0,-1,0,-1,2,-2,-2,2,-1,3,-1,2,0,-1,1,-1,0,1,0,-3,0,1,0,1,-2,-1,0,ESFP
5869,0,0,0,0,-1,-3,-1,0,-1,0,0,0,3,1,-2,-1,-2,-1,-1,1,0,1,0,0,-1,-1,-1,0,-2,0,-1,0,1,0,2,-1,-2,-1,0,1,-2,1,1,2,1,0,-1,0,0,0,0,0,-1,0,1,0,0,-1,0,-2,ENFJ
