Response Id,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You enjoy participating in group activities.,You are definitely not an artistic type of person.,Your mood can change very quickly.,You often end up doing things at the last possible moment.,You rarely second-guess the choices that you have made.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You struggle with deadlines.,You like to have a to-do list for each day.,You rarely worry about whether you make a good impression on people you meet.,You feel confident that things will work out for you.,You are prone to worrying that things will take a turn for the worse.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You find it easy to empathize with a person whose experiences are very different from yours.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",Your emotions control you more than you control them.,You often feel overwhelmed.,Personality_numeric
33039,1,-1,-1,0,1,0,-1,-1,-2,-1,2,0,-1,0,-1,-1,-1,-1,-2,-2,-1,-2,-1,0,-2,1
33040,1,1,0,-1,0,0,1,1,-1,3,-1,-1,0,3,2,0,0,2,-1,1,-2,0,-1,2,1,5
33045,0,-3,1,-3,-2,-3,2,1,-1,-2,0,2,0,-1,-2,0,-1,1,1,2,-1,0,2,2,0,2
33048,-3,1,-3,-1,3,1,2,2,3,0,-2,-1,1,-2,3,-2,0,-2,0,-2,0,-3,3,-1,3,5
33057,3,1,0,1,1,3,2,0,2,0,-2,1,0,-1,-1,2,0,-1,0,3,2,0,2,2,0,4
33059,-1,1,0,0,1,-1,2,2,3,-1,-2,0,0,-2,-2,1,2,-1,-3,2,-1,-1,3,3,0,4
33060,-1,2,-1,-1,-1,1,0,0,0,1,0,-1,-1,1,-1,0,1,-2,0,-1,-2,0,2,-1,0,4
33064,-1,1,2,-2,-2,2,1,-1,-1,-3,-1,0,1,1,-1,2,-1,-1,-2,-1,-3,3,2,-2,-1,3
33065,0,-2,-1,1,0,2,1,-1,1,-1,-1,0,1,1,-2,0,2,1,2,-1,3,-1,2,2,3,5
33066,0,3,-1,-2,1,1,2,0,1,1,0,-2,2,1,2,-1,2,0,-1,0,0,1,2,2,2,5
33070,-2,0,0,1,2,-2,1,-2,-2,0,0,1,-1,-2,-2,-2,0,-2,0,-2,-2,-2,-3,1,-2,1
33071,1,1,1,0,-1,1,0,0,1,-2,1,-1,-1,0,0,1,-1,-1,0,0,0,-2,1,2,1,3
33073,-1,-2,2,0,-3,2,1,2,-2,-3,-1,0,2,-2,-3,-1,-1,-1,2,-2,-2,2,-2,2,-3,2
33075,-1,-2,-1,-1,1,1,1,2,1,-2,-3,0,2,-1,0,0,2,0,-2,1,2,-1,2,1,0,4
33079,-2,-1,2,-1,-1,1,1,-2,-3,-1,-1,1,2,0,-1,1,0,-2,0,0,3,-3,-2,2,1,3
33091,2,-1,3,-1,1,-1,2,0,1,-1,-1,-2,-1,0,0,-1,-1,1,1,0,1,0,0,0,0,3
33092,0,0,-1,0,0,2,2,1,2,0,-3,0,-1,-1,0,-2,0,0,1,-1,1,-1,-2,0,1,5
33095,-2,2,-1,-2,1,-2,1,-1,-1,-1,1,1,-2,-1,-2,-2,-1,-3,-1,-1,-1,1,0,2,-1,1
33097,1,1,0,-3,-2,0,2,1,1,0,-2,0,2,0,-3,0,-1,1,-1,-1,1,2,-3,1,-2,3
33101,1,0,0,-3,-1,2,2,0,-1,1,-1,-2,1,1,-1,-1,2,0,-1,1,0,1,-1,1,1,5
33111,-1,0,2,-1,-2,0,-2,2,-1,-2,2,-2,2,1,3,2,-1,1,-2,2,0,0,-1,1,2,3
33114,2,0,1,0,0,2,1,-1,-1,0,-2,-2,1,2,0,-1,-3,2,-1,-1,-2,1,0,0,-3,3
33119,-1,-3,0,1,1,2,3,2,2,0,-1,0,1,0,2,0,-1,-1,1,2,-1,0,0,0,1,2
33122,-1,-1,0,-1,2,3,0,1,0,-1,-2,-2,0,0,0,1,2,-2,1,0,1,-1,1,-2,2,5
33123,1,-1,-1,-2,-1,2,-1,-1,2,-2,0,-3,-1,0,0,2,0,0,0,-2,1,-1,1,-1,-1,3
33124,3,0,0,-2,0,1,-1,3,2,1,-1,-1,1,2,1,1,1,0,-2,3,-1,-1,2,3,2,5
33129,-1,2,2,1,1,1,1,2,0,2,2,-1,1,1,2,-2,2,2,0,1,-3,0,3,1,0,5
33132,0,1,-1,-1,-1,-1,1,0,3,-1,0,-2,0,1,1,1,3,-1,1,-1,0,1,0,1,0,5
33133,0,0,-1,-3,1,2,2,0,3,1,2,-2,0,-1,1,-1,2,3,1,-2,-3,3,1,1,3,5
33134,-2,-2,1,-1,-1,1,1,1,0,-2,-1,-1,0,-1,-2,-1,1,-1,0,1,-1,1,0,2,0,2
33137,3,0,1,-1,0,1,0,2,2,0,1,0,2,2,1,-2,1,0,1,1,0,0,2,2,0,5
33141,1,0,1,-2,-2,1,3,2,0,-1,-1,1,2,1,1,-2,0,1,2,2,-2,0,3,0,0,2
33150,-3,-1,-2,2,-3,-1,1,1,1,-2,1,-2,0,-2,-3,1,-2,-3,3,-2,-1,1,1,2,-1,2
33153,-3,-1,2,-2,1,-1,1,0,-1,-3,0,2,2,-2,-2,-2,-1,2,1,0,0,3,0,0,3,2
33158,1,-3,1,1,0,1,1,3,0,-2,0,-1,0,2,-1,1,3,-2,-2,1,2,0,2,-2,-1,5
33160,0,3,0,1,-1,1,3,0,-3,0,2,-1,-1,0,-1,-2,1,-3,-1,-1,-1,-2,-1,1,-2,1
33164,1,-1,2,-1,-2,0,-1,2,1,-1,-1,-2,0,-1,-1,-1,-3,-2,1,2,0,0,-1,-1,-2,2
33165,1,2,0,-1,1,1,1,1,2,0,3,-2,-1,1,-1,-2,1,1,0,2,1,-1,0,2,2,5
33166,-1,-2,-2,-3,-1,1,1,1,2,0,0,1,1,-3,0,1,0,-3,-2,2,0,1,0,2,1,4
33175,-2,2,0,0,-2,-1,3,-1,1,1,1,0,1,1,-2,-1,0,2,-2,-1,-2,-2,0,-2,1,1
33176,-1,-2,0,-1,2,0,-2,0,1,0,-2,1,-1,0,0,-2,1,-2,0,3,3,-1,1,0,0,4
33178,1,0,-1,1,0,1,3,0,1,-1,-1,0,-1,2,-3,0,1,1,1,-1,1,1,0,1,0,3
33183,-3,2,0,0,0,-2,1,0,-2,-3,1,-2,1,-1,1,-3,0,-1,1,1,-2,-3,-1,-1,-1,1
33184,-1,0,1,-1,-1,2,-1,-2,0,-2,2,0,-1,1,0,-1,-1,0,0,1,1,1,-2,0,1,3
33186,1,0,0,-1,1,-1,1,-2,0,1,-1,-2,-1,2,-1,-1,3,1,0,0,-3,1,1,-2,2,5
33193,-1,-2,-3,-1,1,3,1,2,1,0,-2,-1,0,2,0,-1,3,0,0,-2,1,-1,-1,0,2,5
33198,-2,2,-1,-3,3,-1,2,0,0,-3,1,-1,0,0,-1,-2,0,0,-2,-1,-1,-1,-2,0,0,1
33200,1,0,1,-1,0,1,-1,1,2,-1,-2,0,2,-1,-1,2,1,-3,-1,0,1,-2,3,1,3,4
33204,1,2,0,-1,-1,2,1,-2,-1,-1,-1,1,2,1,-2,0,-1,3,-1,-3,-1,1,-1,0,-1,3
33208,-1,1,-2,-2,-1,2,-1,-1,-1,0,0,1,-1,2,1,1,1,-2,0,-3,-2,-1,3,-2,1,4
33214,-1,1,-1,0,0,-2,1,1,2,1,-1,1,2,-2,0,1,1,0,-3,3,0,-3,-1,1,1,4
33217,-1,-1,1,-3,-2,-1,-1,2,-2,-1,-1,0,0,0,-1,-1,-2,2,3,1,0,-3,2,1,2,2
33222,-3,1,-1,1,-1,1,1,-1,-1,0,-1,-1,0,2,-2,-3,0,0,-1,-1,0,-3,0,-1,2,1
33231,-1,0,-2,0,2,0,2,2,1,-3,0,-2,1,-2,0,2,2,0,-1,1,1,-3,2,1,1,4
33233,1,2,1,0,0,-1,0,-1,-2,0,1,1,-1,0,-2,-1,-1,-3,-2,-1,-3,0,0,2,-1,1
33235,-1,2,-3,-2,-1,3,0,2,-3,1,3,1,-3,0,0,-3,-1,-2,2,1,-1,-2,0,1,-1,4
33240,-1,3,1,2,-3,-2,1,0,0,-2,0,-1,3,-2,-2,-1,-3,-3,2,1,0,1,0,3,-1,2
33242,-2,1,2,-1,1,0,3,-1,0,-2,2,-1,0,-3,-2,1,-1,-1,-3,-1,-3,-1,-2,-1,1,1
33245,0,1,0,2,-1,1,-1,-2,-3,3,2,1,0,0,1,1,2,-2,2,1,0,-1,1,0,1,4
33247,-3,-3,-2,-2,0,-2,1,2,1,0,-2,1,-1,-2,2,-1,1,-1,-3,3,2,-1,2,1,2,4
33251,-1,0,1,1,-1,0,-1,-2,1,-1,1,-1,2,2,0,2,-1,0,-3,1,1,0,-1,1,2,3
33256,1,2,-1,1,2,-1,-1,-1,1,0,1,1,-1,0,2,0,2,0,3,-3,-1,-1,1,-1,3,4
33258,1,3,-1,0,-2,-3,2,-3,-2,1,2,0,1,-2,-1,-2,2,-2,-2,-2,-2,-3,0,1,-3,1
33272,1,-1,2,-1,0,0,0,0,-2,0,-2,-2,2,1,0,2,-2,0,1,1,0,1,3,-2,-2,3
33277,2,2,-2,0,1,1,2,-3,1,-2,1,-2,1,3,-3,0,-1,-1,1,-1,-1,2,2,-1,3,1
33278,-1,-2,0,-1,-2,-1,3,1,1,-3,0,1,1,-1,1,1,1,1,-1,1,0,2,-1,2,-2,2
33279,-2,-2,0,-1,0,-3,1,2,-2,-1,0,2,1,1,0,-2,-1,-1,1,1,-2,-1,2,0,0,2
33281,-1,-3,0,1,0,2,3,2,-1,-2,-3,-1,3,-2,2,-2,2,1,0,0,0,0,2,1,-1,4
33285,-3,0,-1,-3,-3,2,2,0,1,-1,-1,-1,1,2,-1,-2,-3,2,-1,-1,-3,-2,-2,-1,0,1
33292,1,2,-1,1,0,3,-1,-1,-2,1,3,1,2,1,-2,0,2,-2,2,-2,1,-1,1,-1,1,4
33293,1,-2,2,-1,-1,0,0,1,1,-1,-3,-1,-1,-2,1,0,-3,-1,0,1,0,0,0,0,0,2
33297,0,0,-1,-3,-1,2,-1,0,-1,-1,2,-1,2,0,0,0,-2,-3,-2,2,-1,1,0,-1,1,3
33300,-3,0,-1,2,-1,2,3,2,1,1,0,-2,3,-1,-3,-1,0,1,0,0,-2,2,-2,0,-3,2
33301,-2,-2,0,-1,-3,0,1,0,1,0,0,2,1,0,-2,-2,-2,-2,2,0,-1,1,0,0,1,2
33302,-1,-3,1,-3,0,1,0,1,3,0,-2,1,2,-1,-1,3,3,-2,-2,1,2,-2,3,0,2,4
33303,1,2,-1,0,0,1,-1,0,2,0,0,0,0,3,1,-1,1,2,-1,3,-2,2,1,2,1,5
33307,1,2,-1,-2,1,0,3,1,0,1,2,-2,-1,1,-1,-1,-2,2,-2,2,1,3,-2,2,3,5
33309,1,0,-2,-3,3,1,2,2,2,2,1,-1,0,-1,0,-1,1,1,-1,1,-1,3,1,1,1,5
33311,-2,0,1,1,-1,2,1,2,0,-2,1,-1,1,-2,-2,-2,-1,0,1,0,-2,0,2,0,3,2
33314,-2,-1,2,0,-1,0,0,1,1,-1,1,0,3,1,0,-1,0,-1,1,0,-1,1,1,0,2,2
33315,2,3,0,0,-2,-2,-1,-1,2,2,1,2,1,2,-1,3,0,-3,-1,-1,-2,1,1,-1,1,4
33316,-3,1,2,1,-1,2,1,1,2,-1,1,0,2,-1,0,1,-2,-1,2,2,0,1,-2,1,-1,2
33323,-1,-2,1,-1,-1,1,1,1,2,-1,0,-2,1,1,-1,-2,-2,-2,0,1,-1,0,-1,2,1,2
33326,1,1,-2,-1,0,2,-2,-1,-1,2,2,1,-1,0,1,0,2,0,0,0,1,0,2,0,0,4
33327,3,-1,3,-1,1,1,0,-1,-2,-2,1,0,-2,1,-2,1,1,0,0,1,1,1,1,0,0,3
33332,2,2,-1,0,1,0,-1,-2,3,-2,2,1,1,3,-1,1,-1,0,-1,-3,1,-1,1,-1,-1,1
33336,0,0,0,-1,-3,2,0,0,-1,2,1,0,1,1,-1,2,1,-1,2,-1,-1,0,1,-1,1,4
33343,0,1,-2,-1,-2,2,0,0,0,-1,2,-3,0,1,-1,0,0,0,0,0,-1,1,2,0,2,1
33344,0,3,-1,0,0,-1,2,-1,-1,2,1,-3,0,0,0,0,0,-1,-1,-2,-2,-2,-2,2,-2,1
33352,2,1,1,-1,1,1,0,2,2,1,3,-1,1,0,0,-1,-1,2,1,2,-1,0,0,2,1,5
33353,2,-2,-3,-1,1,1,1,1,2,-1,-1,-2,1,3,3,0,1,1,-1,2,0,0,1,3,1,5
33354,2,0,2,-3,-2,-2,2,-3,0,1,0,2,0,-1,0,1,0,0,2,1,0,-1,-1,2,0,2
33358,-2,-2,-1,0,2,2,3,0,0,0,1,1,1,1,1,1,0,-2,-1,1,0,0,1,3,-1,4
33364,-1,-2,2,2,-3,1,2,-1,-2,-3,0,0,1,-2,-2,-1,-1,0,1,2,-1,0,-1,1,-2,2
33366,0,3,-2,0,1,-1,2,-1,3,-1,0,-2,1,2,-1,-1,1,1,0,-1,0,-1,1,-2,-1,1
33372,2,-1,1,0,-2,1,-1,1,-1,-2,0,1,0,1,-1,1,-1,-1,2,2,1,-1,-1,-1,-1,2
33376,-1,-2,1,-1,1,2,2,2,2,-1,-2,0,0,-2,0,1,1,1,1,2,1,2,-1,3,0,2
33382,0,0,-1,-1,-2,-1,1,0,1,-1,1,0,1,1,0,-1,-1,0,1,1,0,-1,2,0,1,2
33386,-1,2,-1,-1,2,-1,1,-2,2,-1,2,-1,-1,1,-1,0,-1,2,-3,0,-1,-1,0,-2,2,1
33387,-1,-1,3,0,-2,1,-2,0,-2,-2,1,-2,1,0,1,0,-1,1,0,1,1,-1,-1,0,2,3
33390,1,-1,3,-1,-1,-1,2,1,-2,0,-1,1,0,1,0,-2,-1,-1,0,2,-2,-2,2,-1,0,2
33391,0,-2,0,0,3,3,1,1,-2,-1,0,0,3,2,-1,-1,2,-3,-1,-1,0,1,0,-1,0,5
33392,3,0,-2,-1,2,1,3,2,-1,2,1,0,2,-1,1,-2,2,0,-2,0,0,1,2,-1,3,5
33398,-2,-2,-1,-1,1,1,2,0,2,0,-2,-3,1,2,0,1,2,0,0,-3,3,1,1,-2,1,5
33401,1,0,0,-2,-1,2,2,-2,1,1,1,1,-1,1,2,2,0,-3,1,-1,-3,0,3,-2,1,4
33402,2,-1,2,-2,0,2,-2,-1,-1,1,0,-1,0,2,-1,-2,-1,-1,0,0,-3,2,2,-1,-3,3
33404,-1,1,-1,-1,1,-1,2,-1,-1,0,-1,-2,-1,-3,0,-1,1,-2,0,-3,-1,-1,0,0,-1,1
33406,-1,-2,0,-1,-1,1,-1,-3,-2,0,2,0,1,0,-1,0,-3,-1,-3,2,1,-1,-3,2,0,3
33408,0,2,0,-1,1,-1,2,1,1,-2,0,0,3,-1,0,-2,1,-3,-2,0,-2,-1,0,1,0,1
33412,0,-2,1,-1,-1,2,-1,0,-1,0,2,-1,0,1,1,1,-2,2,2,0,-2,0,0,2,1,3
33420,2,0,-1,0,0,2,-1,0,-1,1,2,1,0,-1,0,0,2,-1,1,-1,-1,-2,2,-1,2,4
33424,-3,0,0,2,-2,0,2,-2,2,1,1,-1,3,-1,-1,0,0,-2,1,2,0,1,-2,1,0,2
33426,2,2,-2,-1,3,1,-2,-1,2,-2,1,-1,2,0,-3,-1,1,-1,-1,-2,-3,-3,-2,-2,1,1
33429,-1,0,1,-1,0,0,1,1,1,-1,-2,1,-1,1,1,0,0,0,0,3,0,1,0,1,1,2
33430,0,-1,-2,-2,2,0,3,1,0,3,1,-1,1,0,2,-2,2,0,-1,-1,-3,0,2,-1,2,5
33431,0,-2,0,-2,-2,-3,0,0,-2,-1,0,1,-3,-2,-2,0,1,2,2,2,0,-2,-1,2,-1,2
33432,-1,-1,-1,-1,-1,1,-2,0,0,1,2,-1,1,3,2,3,-2,-2,-3,2,-1,-1,-3,1,0,3
33433,2,0,-1,-2,-1,2,-3,-2,1,0,3,3,-1,0,3,2,0,-1,-1,0,-1,-2,1,0,2,4
33434,-2,0,2,-2,-2,2,-3,0,0,-2,2,-1,3,1,2,3,0,-1,-2,1,1,1,-1,1,0,3
33436,-2,-2,2,-2,0,-1,2,2,-1,-1,-1,0,1,-1,-2,-2,0,2,0,-1,-1,0,2,1,3,2
33437,1,0,0,-3,2,1,0,1,-1,2,2,-1,-1,-1,0,0,0,0,0,0,0,-2,0,-1,3,5
33441,-2,-3,0,0,0,1,0,1,1,-1,-3,-1,0,-1,-1,-3,-3,-2,-1,2,-1,-1,-1,3,0,2
33446,0,2,-1,-2,-3,0,0,1,1,0,0,1,-3,3,1,2,0,0,2,-1,1,0,0,1,1,4
33451,-2,1,-1,-1,-1,0,3,-1,-1,-1,-1,0,-1,-2,1,0,-2,0,1,0,0,-1,0,0,1,2
33452,-2,-2,-2,1,-1,0,0,2,3,2,-1,-2,0,0,-1,-2,-2,-3,1,3,0,1,0,1,1,2
33453,-2,0,-1,-1,0,2,-1,-2,-1,-1,0,1,1,0,0,2,1,-1,-2,1,1,-1,-2,-1,1,3
33462,2,0,-2,-2,-3,2,-1,1,-1,0,1,3,-2,2,1,1,0,-1,1,2,-2,-1,0,1,1,4
33469,-3,2,1,-3,1,-2,0,0,1,0,-1,1,-2,-2,-1,-2,-2,-1,-2,-1,-3,-2,-1,2,-2,1
33472,0,-2,1,-1,-2,-1,1,0,0,2,-2,-2,0,0,-2,-2,-1,-2,2,0,-1,1,-1,0,0,2
33473,-2,-2,0,1,-1,0,2,2,0,-1,-1,1,1,-1,-3,-1,-2,-2,-1,1,-1,-2,0,2,1,2
33475,0,2,-1,-2,3,0,2,-1,1,-2,0,0,0,1,-1,0,1,-2,-1,-1,-1,-1,-3,2,0,1
33477,-3,-1,1,-1,1,0,-1,0,0,-2,-1,1,2,-1,-1,-1,-1,0,2,0,0,2,2,0,3,2
33480,-1,1,1,0,-2,-1,2,1,-1,-1,-1,-1,1,0,-1,0,0,3,-1,-1,-2,3,3,-3,-2,3
33482,0,0,-1,0,0,2,1,3,1,0,0,-2,0,-1,0,0,1,-2,1,-2,0,-1,0,-1,1,5
33491,-1,0,1,-1,3,1,-1,0,0,0,-2,2,-1,1,0,0,1,2,0,1,-1,3,1,1,-1,4
33500,0,-1,1,2,-1,0,0,0,2,0,0,-2,3,-1,-1,1,-2,-1,0,3,2,1,-1,0,-2,2
33501,-2,-1,-1,-1,1,0,0,-2,0,-1,0,2,0,-2,-1,0,1,0,-1,3,3,-2,0,0,2,4
33505,0,-1,0,0,2,0,0,0,1,-1,-2,0,0,0,0,-1,1,-2,1,0,-1,0,1,2,0,5
33509,0,-1,1,-2,-1,-3,1,1,0,-3,-1,1,2,-3,-2,-1,0,3,1,2,-2,1,3,-1,3,2
33512,0,-1,0,0,0,0,-1,-1,-1,-3,3,1,0,1,1,2,-1,1,0,1,1,1,0,3,2,3
33517,1,0,-2,-1,1,1,3,-3,-1,0,-1,1,2,0,-3,0,-1,3,-2,-1,-1,-1,2,-1,3,1
33520,-1,1,0,-3,-1,1,-1,0,1,1,1,-2,-1,2,-2,0,-2,1,-2,1,-3,0,1,0,-2,1
33521,-1,2,0,0,2,-1,-1,1,1,-3,0,1,1,-2,2,-2,-1,-3,-1,0,0,-3,0,1,-1,5
33522,-1,0,2,-1,-1,-2,3,0,-2,-2,1,0,2,-1,-2,-1,0,1,1,0,-3,1,2,2,2,2
33525,1,1,-2,-1,2,2,0,0,1,0,1,-2,2,-1,0,-2,0,-1,-1,-1,0,0,1,-1,2,1
33526,-1,-1,2,2,-2,-1,1,-1,1,0,-1,-3,1,-2,-1,-2,-2,-3,0,0,-2,0,0,2,0,2
33527,1,2,-1,-1,1,1,0,0,0,2,1,-2,0,2,0,-1,0,1,-2,3,-2,0,1,0,3,5
33528,0,1,1,-2,-2,2,-1,-2,-2,0,0,-1,2,0,-1,1,0,0,-1,-2,-1,2,0,0,-3,3
33531,-1,2,0,-2,0,-2,0,-1,0,-1,1,-2,-1,-2,-3,0,0,-1,-2,-1,-2,0,1,0,-1,1
33538,-2,-1,0,1,1,0,0,0,3,-1,0,1,1,-2,2,0,0,-2,0,2,-1,0,1,0,0,5
33542,2,-2,0,0,2,1,1,1,1,1,1,-2,0,1,0,-2,0,1,-3,3,-2,0,0,0,2,5
33546,1,2,0,-2,-1,1,-1,1,-1,3,0,1,-1,0,0,-1,3,-2,3,-1,1,-1,1,-1,-1,4
33550,1,2,1,0,-1,1,1,0,0,-2,0,-2,3,0,-1,-2,0,-3,0,0,0,-1,1,-1,3,3
33557,-3,-1,-1,-2,-3,0,1,0,1,-2,-2,1,0,-1,-2,0,1,-1,0,0,0,0,1,1,1,4
33558,0,0,-1,-1,-1,1,-2,-2,-2,1,0,-1,-2,0,1,0,1,-1,0,-2,-1,-2,1,-2,1,4
33565,1,0,0,1,2,-1,0,1,0,-2,-2,2,-2,-1,-3,0,0,0,0,1,3,-1,0,2,1,4
33566,-1,-1,0,-1,-2,1,-1,-2,0,-1,1,-1,0,0,0,1,-1,0,0,1,2,-2,-2,0,-1,3
33568,-1,-1,2,0,-2,2,2,1,2,-1,-2,0,0,-1,0,-1,-2,-3,3,1,-2,0,-2,2,0,2
33569,2,1,1,-1,0,0,2,3,0,2,0,-1,1,0,0,-1,3,2,-1,3,-3,0,2,2,1,5
33571,1,2,-2,2,-1,-1,-1,-2,3,2,2,0,0,-1,2,-1,-1,2,-1,-2,0,0,-1,0,0,5
33573,-1,3,0,0,0,0,3,-2,0,1,0,-1,0,3,-2,-1,-3,1,-1,0,-2,0,0,-2,2,1
33575,-1,-2,-1,0,-1,1,2,0,2,-1,-1,1,1,-2,-1,0,1,1,1,-2,2,-2,3,0,1,5
33577,-2,0,0,0,0,1,3,1,0,-1,-1,-2,1,-1,0,-3,-2,0,2,0,0,-2,1,-2,-1,1
33580,3,2,1,-1,2,0,2,-1,-1,0,-1,0,2,-2,0,1,0,0,0,-1,-1,0,2,-2,1,3
33581,-1,1,-2,-2,1,-2,2,-1,-1,-2,2,-1,-1,-1,-1,-2,0,-1,-1,-2,1,-1,0,1,0,1
33582,-1,-1,0,2,0,1,3,2,2,-2,1,0,2,0,0,1,0,-1,0,3,1,1,-1,0,-1,2
33583,-1,-1,1,1,-2,1,1,0,-1,-2,-1,1,2,0,0,0,-1,-2,2,1,-1,0,1,1,3,2
33587,-2,0,-1,-2,1,1,1,1,0,-2,0,2,1,-1,-2,0,2,0,-1,2,3,0,1,1,0,4
33588,2,-2,1,-1,0,2,-1,-1,2,-2,-3,1,-2,1,-2,-1,1,1,-2,-1,-1,0,2,0,0,3
33593,0,1,0,-2,0,0,2,0,-3,-3,-1,-3,2,0,1,2,-2,0,0,0,2,0,0,-2,-2,3
33595,-1,0,2,1,0,0,3,1,-1,-2,-1,-1,1,-3,-2,-2,0,0,1,-2,-3,-1,-2,2,0,2
33596,-2,-1,2,0,-2,-1,0,2,-2,-1,-2,0,1,-2,0,-2,-1,2,1,2,0,-2,0,2,0,2
33600,2,3,0,-1,-2,-1,-2,-1,-2,1,1,1,2,3,0,0,0,2,2,-1,1,1,-1,-1,0,4
33602,0,2,-1,-1,-2,2,-1,-1,-2,2,1,1,-1,1,3,2,1,-2,1,-2,-1,-2,2,-1,2,4
33605,1,2,2,0,-1,1,2,2,2,-2,-2,1,2,-3,1,2,-1,2,3,1,-1,-1,-2,2,-2,2
33607,0,1,-1,-3,1,0,2,0,1,2,0,0,2,2,1,0,1,-1,-1,-1,-2,0,-1,2,0,5
33610,-1,2,1,-2,1,0,0,2,2,-3,-1,-1,-1,-2,2,0,1,-2,-2,-2,-1,-1,0,-2,-2,5
33617,-1,1,-1,0,0,0,-1,0,1,-3,-3,1,1,0,2,-1,1,0,0,-2,-2,1,-2,-2,-1,3
33621,-1,1,1,-1,-1,-1,1,1,0,0,-2,1,0,-2,-1,-2,-1,2,1,0,-1,-2,1,1,0,2
33629,0,-1,0,1,-1,3,2,2,0,-2,-3,-3,0,-1,-3,-1,-2,-3,1,1,-2,0,-2,1,-3,2
33635,1,2,-1,0,1,-3,0,-3,-2,-2,1,-2,-3,0,0,0,-2,-1,-1,-1,2,-1,1,0,1,1
33640,0,0,1,0,-2,0,-2,-2,-1,1,2,0,2,2,1,0,-1,-1,-1,1,0,0,0,2,0,3
33644,-2,1,2,-2,2,-2,1,-2,1,-1,1,0,0,-3,-1,-1,-2,-2,0,0,-2,-1,-1,0,0,1
33646,-3,-2,1,-3,-2,-2,1,1,0,-3,0,2,2,-2,0,-2,-1,3,1,2,1,-1,0,0,1,2
33647,-1,2,2,0,-2,0,-2,1,-1,-2,-1,-2,0,-1,-2,-1,-2,2,2,0,-1,1,-1,0,-1,2
33648,0,-1,-1,-2,-1,1,1,1,2,-2,0,0,0,-1,1,-1,2,0,-2,-1,-1,-1,-2,0,0,5
33649,-2,0,-1,-2,1,0,0,0,1,-3,-3,0,1,1,0,0,1,0,-1,0,-1,-1,0,0,1,4
33656,3,-1,1,-2,-1,1,0,-1,1,0,-2,1,0,0,-2,1,0,-1,-1,0,-1,1,2,-2,1,3
33667,0,-1,-2,-2,1,1,0,0,2,-3,0,1,0,0,-1,-2,1,0,-3,-1,0,-1,1,1,0,5
33670,0,-3,0,-2,3,3,0,1,-2,-3,0,-1,2,1,-1,1,2,-3,-1,2,0,1,1,-2,0,5
33673,-1,0,-1,-1,-1,1,-1,1,0,0,-1,1,-3,1,2,-2,-2,1,3,-2,0,0,0,-1,0,4
33674,-1,0,0,0,-1,1,0,-3,-1,2,2,0,1,0,1,1,0,-3,1,0,1,-3,-1,2,0,3
33676,-1,0,-1,1,2,-2,-2,1,2,-3,-1,-2,1,-2,0,2,-1,0,-3,1,2,0,0,0,-3,1
33690,0,3,-2,-2,0,1,1,-2,3,-2,0,0,0,3,-2,-1,-2,1,0,-2,-2,0,2,-1,0,1
33694,-3,-1,0,0,-1,1,1,-1,-1,-1,1,-1,0,0,-2,-2,1,1,-2,-2,0,-2,2,-1,2,1
33695,1,1,0,-2,-2,2,0,-1,0,2,-1,1,0,2,2,1,2,-1,3,-2,-1,-2,2,-2,2,4
33702,-2,1,-3,-3,3,2,1,1,1,-1,0,2,2,0,0,2,2,0,-1,0,-1,-1,1,0,-1,4
33704,-1,-1,-3,0,1,0,2,0,1,-3,1,-1,-1,-2,-1,-1,1,0,-1,1,2,0,-3,0,1,4
33706,2,0,-3,-3,-2,2,0,-2,-3,1,2,2,-2,3,2,0,3,1,2,1,0,0,0,1,2,4
33707,-2,0,1,-1,-1,2,-1,-1,-3,2,0,0,1,-2,0,2,-2,0,-3,2,2,-2,-2,-3,0,3
33710,-2,-2,3,1,-1,1,1,-1,-1,0,0,0,2,-2,-2,-1,-1,0,-1,1,-2,1,-1,-1,0,2
33714,0,2,-1,1,-3,-1,1,1,0,0,1,-1,0,3,-1,0,-2,3,-1,1,-1,0,1,-1,1,1
33715,-1,0,-1,-1,-1,-1,1,3,2,-1,1,1,0,-3,-1,1,1,-2,-2,2,0,1,1,0,0,4
33717,-1,1,-3,-1,1,-1,1,0,-1,-2,0,-2,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,1
33719,1,3,1,-2,0,-2,2,0,-1,1,0,-3,-1,1,1,0,2,0,-2,-1,2,1,0,1,0,5
33722,-1,2,2,-2,-1,2,-1,2,1,-1,0,-1,2,-1,1,1,-1,-2,-2,1,1,-2,-1,0,2,3
33723,-2,-1,-1,0,-2,-2,0,-2,1,0,2,-1,1,1,0,-2,0,0,0,-3,-1,-2,0,-2,0,1
