Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
37792,0,0,-1,-2,1,1,-1,0,1,0,1,2,0,-1,-2,0,1,1,-2,0,0,3,0,0,2,2,3,0,1,0,-1,0,1,0,2,0,2,0,-1,1,3,-1,1,-2,-1,0,1,0,0,0,0,0,3,0,-1,0,0,3,-1,0,ENTJ
37793,0,1,-1,0,1,2,-3,0,0,0,-3,-2,1,1,-2,-2,2,1,0,0,0,-2,0,0,0,3,0,0,-2,-1,2,0,1,0,-3,3,1,-2,1,0,2,0,-1,-2,-1,0,2,0,1,0,0,0,2,0,1,0,0,3,2,-2,ENTJ
37795,-1,0,0,-2,0,0,0,0,0,0,0,-1,1,-3,3,2,-1,-2,1,1,0,2,0,0,-2,3,2,0,3,0,-1,0,0,-1,0,0,-3,0,3,-1,1,1,-2,0,0,0,2,0,3,0,0,0,-1,0,1,0,0,0,3,-2,INTJ
37796,0,0,0,1,2,-2,0,0,2,0,-2,0,2,-1,-2,0,0,0,3,0,0,0,0,0,-3,1,3,0,1,0,3,0,0,0,-1,-1,2,3,1,-1,-1,-2,1,0,-2,0,1,0,0,0,0,-1,-3,0,1,0,0,0,1,-1,ENTJ
37799,0,0,-2,0,1,0,1,0,2,0,-3,0,0,-1,-1,-3,2,1,-1,2,0,1,0,0,-2,3,0,0,-1,-1,0,0,3,0,-2,3,0,-1,3,0,3,2,-1,2,1,1,0,0,1,0,0,0,1,0,2,0,0,2,2,1,ENTJ
37801,-1,0,-1,1,-1,-3,-1,0,2,0,0,-1,1,-3,0,2,0,-2,-2,-2,0,1,1,0,1,-1,0,0,3,1,-2,0,-2,0,0,-2,0,0,-1,-2,-2,2,-1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,INTP
37803,0,0,-1,-3,-2,-1,-1,0,1,0,0,-2,0,-1,-2,1,-2,0,1,2,0,2,0,0,1,-1,1,0,3,0,-2,0,-2,0,1,0,-2,1,1,-1,0,1,-3,2,0,0,2,0,0,0,0,0,0,0,3,0,0,-2,0,-2,INTJ
37807,0,1,-1,3,-1,0,0,0,2,0,-1,0,-1,2,3,-1,0,0,0,-3,0,2,0,0,0,2,-1,0,0,0,-1,0,0,0,3,-1,0,0,2,0,-1,-1,0,2,2,0,-2,0,-3,0,1,0,1,0,1,-1,0,1,-2,-2,ENTP
37808,0,0,2,1,-1,0,0,0,1,0,-2,-1,0,2,2,-1,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,3,0,-2,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,-3,0,-1,0,-1,-1,0,1,0,1,0,0,ISFP
37813,0,0,0,2,2,-1,1,0,-1,0,2,0,0,2,0,1,0,-1,-1,-2,1,1,0,0,-3,-2,0,0,1,-1,3,0,-2,-1,0,-1,1,-3,2,-1,1,-2,3,0,0,0,-1,0,-2,0,0,0,1,0,3,0,0,0,1,2,INTP
37816,0,0,-3,-2,2,2,-1,0,0,0,-2,3,3,0,-1,-1,1,1,-2,0,0,-1,0,0,1,1,1,0,-2,0,-1,0,0,0,1,-1,0,-1,0,1,3,-1,1,0,-1,0,2,0,0,0,0,0,2,0,1,-1,0,0,0,0,ENTJ
37817,0,0,0,-2,-3,2,-3,0,2,0,0,0,0,-2,2,-2,-1,0,0,1,0,0,0,0,2,-3,-3,0,-2,1,0,0,-2,-1,-2,0,2,2,3,-3,1,2,-2,1,3,0,0,0,1,0,0,0,1,0,2,0,0,-2,-3,1,ISFP
37820,0,0,1,1,0,-1,0,0,-1,0,-2,-1,2,1,0,0,1,0,-1,0,0,-2,1,0,1,0,0,0,-2,1,0,0,0,0,-2,-1,2,0,-2,1,-2,-1,-2,2,2,-1,2,0,3,0,0,0,1,0,-1,0,0,2,-1,2,ENTP
37822,-1,0,-1,0,-1,-2,0,0,1,0,-1,-1,0,-1,-2,1,-1,-2,1,-1,0,-1,-1,0,-2,2,0,-1,2,1,-3,0,-1,0,2,0,-2,-2,-1,-2,-1,1,-1,1,-3,0,-1,0,0,-1,-1,1,2,0,-2,0,0,0,-1,3,INTP
37825,0,0,-1,-1,1,0,-2,0,-2,0,2,1,0,0,0,-1,2,0,-3,1,0,-1,0,0,-3,3,-2,-1,0,-1,0,-1,1,0,2,1,1,-1,-2,1,1,2,2,-2,3,0,-2,0,3,0,0,0,-1,0,1,0,0,2,-2,-1,INTJ
37827,-1,0,2,3,-2,1,-2,-1,1,0,-1,2,0,0,1,-1,-1,-1,-1,2,-1,2,0,0,3,-2,2,1,0,-1,-1,0,1,-1,-2,2,0,-3,1,-1,-1,-2,-1,1,3,0,-2,0,0,-1,0,0,-1,0,0,0,0,0,-3,-1,ISFP
37833,0,0,-3,0,-1,-1,0,0,0,0,-1,0,0,-2,0,0,-1,-1,2,1,0,1,0,0,0,0,1,0,0,2,-1,0,-2,0,-1,-2,0,1,2,-1,1,1,-2,1,2,1,1,0,1,0,0,0,0,-1,2,0,0,-1,-2,-1,INTJ
37836,0,0,0,0,-2,-2,0,1,1,0,2,-2,-2,-1,-1,1,-2,-2,-2,0,0,0,0,1,-2,1,0,-1,0,0,0,0,-2,0,2,0,-2,0,2,-3,3,0,2,1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,1,INTJ
37841,1,0,0,-1,3,0,2,0,-2,1,2,-1,1,-2,-1,0,0,2,-2,-2,0,2,0,0,1,-2,1,0,-2,-1,1,1,0,0,2,3,0,1,3,2,0,-1,1,-1,-2,-1,1,0,2,0,0,0,3,0,-2,0,0,-3,-2,0,ENTJ
37842,0,0,1,1,-1,-1,-1,0,1,0,-1,-1,3,2,0,1,2,0,2,0,0,2,0,0,-1,1,1,0,0,-1,-1,0,-2,0,-1,0,1,-1,0,-1,0,1,-1,-1,1,0,2,0,0,-1,0,1,0,0,-1,0,0,1,-1,0,ENTP
37844,-1,0,0,-1,2,3,0,0,0,0,-2,1,3,-1,-1,0,0,1,1,-1,-1,1,0,0,0,3,1,1,3,0,2,0,-1,0,0,1,2,-3,2,1,-1,-2,2,-1,2,0,2,-1,0,0,0,0,1,0,-2,0,0,-1,-1,-1,ENTJ
37848,0,0,-2,-1,-3,1,-1,0,2,0,-3,-1,-1,-3,1,2,0,-1,3,1,0,2,0,0,0,-1,0,1,2,1,-1,-1,-1,0,-1,-3,0,1,2,-1,-2,2,-2,3,1,0,2,0,2,0,0,0,0,0,2,0,0,-2,0,-2,INTJ
37849,0,0,-2,0,0,2,-1,0,3,0,-1,-1,1,2,2,-2,-3,0,2,2,0,2,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,1,3,1,-1,-1,2,-3,1,2,0,0,0,2,-1,0,0,1,0,1,0,0,-2,-3,2,ISFP
37859,0,0,1,2,-1,-2,-1,0,-1,0,3,-1,1,1,1,1,3,0,-1,-1,0,2,1,0,-2,-1,2,0,0,-1,2,0,-1,0,-1,-2,3,-3,2,0,0,1,1,2,-1,0,0,-1,-2,0,0,0,2,0,3,1,0,1,-1,-1,INTP
37867,1,1,1,-2,0,-1,-1,0,1,1,0,-1,1,-1,-1,0,1,2,0,1,0,0,0,0,2,1,3,0,2,-2,-2,0,2,0,2,3,-2,-1,0,1,2,0,-1,-2,1,0,1,0,1,0,0,0,-1,0,-1,0,0,-1,1,-1,ENTJ
37868,0,0,-1,-1,-1,-2,-1,-1,1,0,1,-2,-1,0,-1,2,1,1,2,-1,0,0,0,1,2,0,1,0,-1,-2,1,0,-1,0,-2,1,2,-2,1,-1,1,-2,-1,-2,0,0,1,0,-1,0,0,0,1,0,-2,0,0,2,0,-1,ENTP
37869,-1,0,-2,-1,-3,-2,1,0,2,0,-1,2,0,2,1,-1,2,-1,2,-2,0,0,0,0,2,-2,1,-1,-2,0,-2,0,0,0,1,1,1,0,1,1,-3,0,-2,1,-1,0,-1,0,-1,0,0,0,1,0,-1,0,1,1,1,0,ENTP
37871,0,0,3,1,-2,0,-2,0,1,1,0,-1,-1,2,2,-2,0,2,1,3,0,1,0,1,0,0,0,-1,-1,2,0,-1,0,0,1,-2,-2,0,-1,2,-3,-2,-2,0,-2,0,-2,0,1,0,0,0,2,0,3,0,0,1,3,3,INTJ
37872,-1,-1,-2,2,1,-1,2,0,0,0,0,-2,-1,-1,-1,-1,-2,-2,2,3,-1,-2,0,-1,2,0,1,1,1,0,-2,0,-1,0,0,1,-1,2,-1,-2,2,0,-3,2,2,0,1,0,1,0,0,0,-3,0,3,0,0,-1,1,-2,INTJ
37874,0,0,-2,1,0,2,2,0,-2,0,-2,-2,2,-1,0,-2,0,0,0,-1,0,1,0,0,-2,1,-3,0,2,-1,1,0,1,-1,0,3,2,0,3,2,0,-1,2,-3,-2,0,2,0,2,0,0,0,0,0,-1,0,0,-1,-1,1,ENTJ
37876,0,0,-3,-1,-2,-1,-1,0,-2,0,-2,-2,1,1,-2,2,1,1,-1,-1,-1,-2,-1,0,1,-2,2,0,0,-1,0,0,-2,0,-1,0,0,-1,-1,-1,0,0,-2,-2,0,-1,1,0,0,-1,0,0,1,0,-2,0,0,1,0,-2,ENTP
37877,0,0,0,0,-3,-1,1,0,1,0,1,2,-1,1,1,-1,-1,0,0,1,0,-1,0,0,-1,2,1,0,1,0,1,0,-2,0,0,-1,1,-1,1,0,-3,-1,-2,2,1,0,-2,0,-2,0,0,0,1,0,0,0,0,-1,1,-3,ENTP
37878,0,0,0,2,-2,0,0,0,0,-1,0,-1,1,1,-1,2,1,2,2,-1,0,0,0,-1,1,0,1,1,-2,-1,-3,0,-1,0,-1,1,1,-2,0,-3,-2,-1,-2,-3,2,0,-2,0,2,0,0,0,-1,0,-1,0,-1,1,-1,-3,ENTP
37885,0,0,-1,-2,-1,-2,-2,0,2,0,-2,-2,-2,1,0,1,0,-1,1,3,0,2,0,0,-1,1,2,0,2,0,-2,-1,-1,1,0,0,1,1,1,0,2,0,-1,-1,1,1,1,-1,0,0,0,0,-3,-1,0,-1,0,-1,2,-1,INTJ
37888,1,0,-2,0,0,0,2,0,-2,-1,-2,2,-2,0,2,1,-1,2,-1,-1,0,1,0,-1,1,-3,0,0,-3,1,2,0,1,0,-2,0,3,2,-1,0,-1,1,-2,1,3,0,3,0,-3,0,0,1,-2,0,2,0,0,-1,1,1,ISFP
37891,0,0,-2,-1,-2,-1,0,0,0,0,-3,-3,-2,0,-1,0,-2,0,1,-2,0,1,0,0,1,0,3,0,-1,0,0,0,0,0,0,-2,0,1,1,-1,0,0,0,1,1,0,1,0,2,0,0,0,-3,1,0,0,0,-2,0,-1,INTJ
37892,1,0,2,0,1,2,-1,0,2,0,-2,2,0,-2,0,-3,1,2,-1,0,0,1,0,0,0,1,1,0,-1,-1,0,0,-1,0,-1,1,3,0,2,0,0,-1,0,2,-1,0,-1,0,-1,0,0,0,-1,0,-2,0,0,1,1,0,ISFP
37895,1,0,2,2,-2,1,-1,0,2,0,-1,1,1,-3,2,0,0,1,-3,0,1,1,0,1,0,-1,2,0,0,-2,1,0,2,1,-1,0,0,-2,1,-2,0,0,1,2,2,0,-2,-1,-1,1,0,0,1,0,-1,0,0,1,-3,1,ISFP
37897,0,1,2,1,3,-1,-1,0,-1,0,0,0,2,2,0,1,2,-2,0,-1,0,1,0,0,0,-1,1,0,1,3,1,0,0,0,1,-1,-3,0,2,-2,0,-2,2,1,-3,0,1,0,-1,0,0,0,0,0,1,0,0,2,0,2,INTP
37901,0,1,0,1,1,0,-3,-1,0,-1,1,1,2,0,0,-1,0,-1,2,0,0,1,0,0,2,0,3,0,0,-2,2,0,1,0,0,-1,1,-1,2,1,-2,1,-1,0,3,0,-1,1,-2,0,0,0,1,0,2,0,0,-1,0,1,ENTP
37914,0,0,0,2,-2,-1,1,0,1,0,-1,-1,-3,0,0,-2,1,1,1,-1,0,-2,0,-1,1,2,2,0,0,1,2,0,1,0,1,0,3,-1,0,1,1,0,-1,3,1,0,-1,0,0,0,-1,0,1,0,2,0,0,1,-2,-1,ENTP
37917,0,0,-3,-3,-2,-3,-2,0,2,-1,-1,-1,2,2,0,3,-1,-2,1,0,0,2,0,0,-3,2,3,0,0,-1,0,1,-2,0,1,-2,0,0,3,0,-2,-1,1,1,-1,0,-2,0,1,0,0,0,2,0,2,0,0,0,-1,-1,INTP
37920,0,0,2,-2,-2,0,-3,0,1,0,-2,1,2,-3,1,1,-2,-2,1,-3,0,0,1,0,-2,2,0,0,-2,2,-1,0,-3,0,1,0,0,0,0,0,0,2,-2,1,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,3,-2,2,INTP
37928,0,0,-2,-2,0,-1,-3,0,0,0,1,-1,1,-1,-2,0,1,-3,-1,0,1,0,0,0,-1,2,1,0,0,2,1,0,-2,0,1,-2,-1,0,3,2,-1,1,1,1,0,0,-2,0,3,0,-1,0,-1,1,1,0,-1,1,-3,0,INTP
37933,0,0,1,-1,-2,0,-3,0,2,0,-2,3,-2,-2,-1,-2,-1,0,3,0,0,3,-1,1,3,1,2,0,2,-1,2,0,0,0,0,3,1,2,0,2,-1,0,-2,2,1,0,-1,0,0,0,0,1,-1,0,1,0,1,1,0,-1,ENTP
37934,0,0,3,0,-1,-3,-1,0,1,1,0,-3,-3,2,0,0,-1,0,-2,-1,-1,2,0,0,-1,2,-1,0,-1,0,-1,1,2,0,-1,0,0,-1,-3,-1,0,-2,-1,0,-1,0,1,0,-1,0,0,0,0,0,2,0,0,0,2,2,INTJ
37939,0,0,1,2,0,2,-3,0,0,0,-2,2,0,-1,-1,-1,1,-1,-2,3,0,2,0,0,2,-1,2,0,-1,-2,-2,0,0,1,-2,2,2,-1,3,-3,-2,-1,2,0,1,0,-2,0,-1,-1,0,0,-3,-1,-1,0,0,1,-2,-2,ISFP
37941,0,0,-1,-1,-1,1,-3,0,1,-1,-1,0,1,1,0,-1,-2,-1,0,0,0,2,0,0,-1,-1,-2,0,0,0,-2,0,-1,0,1,0,0,0,2,0,1,0,-1,-2,2,0,1,0,1,0,0,0,-1,0,1,0,0,-1,-1,2,ISFP
37943,0,0,-1,1,-1,0,-1,0,-1,0,1,-1,2,1,-2,2,2,0,0,-2,0,-1,1,0,0,0,0,0,-2,-1,-2,0,0,0,0,1,3,-1,-2,-1,-2,-1,0,-3,1,0,1,-1,1,0,0,0,0,0,-2,0,0,-1,-1,-1,ENTP
37947,0,0,1,1,2,-1,1,0,-2,0,1,3,0,0,2,1,0,-2,-2,-2,0,-1,0,0,0,0,1,1,1,0,0,0,-1,0,1,1,0,0,2,-2,1,-1,0,2,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,1,2,INTP
37951,0,0,0,-2,-1,0,-1,-1,3,0,0,1,0,-1,0,-1,1,2,1,-3,0,1,0,0,2,2,2,0,2,-3,-3,0,1,0,1,3,0,-1,1,0,3,-2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,ENTJ
37953,-1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,-1,-1,2,-2,-1,0,3,0,0,1,2,1,-1,1,-2,-1,-1,1,0,2,1,3,1,3,2,1,-2,1,-2,-1,0,0,0,1,0,0,0,0,0,-1,0,0,1,-1,0,ENTJ
37954,0,1,3,2,0,-1,-2,0,-1,0,0,-3,-2,2,-1,1,0,-1,2,1,0,1,0,0,-1,1,0,0,0,0,-3,0,0,0,0,0,-2,-2,-2,-2,-1,-2,-1,0,-3,0,-2,0,-2,0,1,0,2,0,2,0,0,2,1,1,INTJ
37963,0,0,0,0,3,0,1,-1,0,0,-1,2,3,-3,-2,0,-1,0,-1,1,0,-1,1,0,2,-1,2,0,2,-1,1,0,2,0,1,2,1,-2,2,3,-1,0,2,-1,0,0,2,0,0,0,-1,-1,2,0,-2,0,0,-3,-2,-1,ENTJ
37966,0,0,3,1,-2,0,0,0,0,0,-2,1,3,-3,0,-1,2,0,-2,0,0,2,0,-1,-1,-1,3,0,1,-1,3,0,0,0,1,2,0,-1,-1,0,-2,2,1,-1,0,0,-2,0,-2,0,-1,0,0,-1,1,0,0,1,-1,-2,ISFP
37968,0,0,2,2,-1,-2,-1,0,0,0,1,0,-1,0,2,0,1,2,-3,2,0,2,0,1,-2,1,-2,0,-1,2,-2,0,2,0,-1,0,-1,-1,0,-1,-2,-1,-2,2,-2,0,-2,0,1,0,0,1,0,0,1,0,0,3,1,1,INTJ
37972,0,1,2,0,-1,-1,-1,0,-2,0,1,0,1,1,-1,1,1,-1,-2,-3,1,1,0,0,-1,-1,0,0,2,2,0,0,-2,0,2,0,0,-2,3,0,0,-2,-1,3,0,0,-1,0,-1,0,0,0,1,0,1,0,0,2,0,2,INTP
37981,-1,0,0,0,-1,-3,1,0,-1,0,0,-2,-1,0,-1,-2,1,1,2,1,0,1,0,-1,-1,0,-3,0,0,1,2,1,0,0,2,-3,0,0,0,-2,-1,1,2,-1,1,0,-2,0,-2,0,0,0,0,0,3,0,0,-2,2,-1,INTP
37984,0,-1,2,2,-2,0,-1,0,3,0,-2,2,1,0,0,-1,2,0,-2,1,0,1,0,0,2,-1,2,1,-2,-1,2,0,-2,0,-1,2,0,1,0,0,-2,0,0,1,1,0,-1,1,-2,0,0,0,-3,0,2,-1,0,1,-1,-1,ISFP
37989,0,0,0,1,0,-1,-3,0,0,0,-3,2,-1,1,2,1,-1,-3,2,0,0,2,0,0,0,1,3,0,-1,-2,2,1,-2,0,3,0,2,-2,2,0,-2,0,0,1,0,0,-3,0,-1,0,1,0,2,0,2,0,0,1,-2,-1,ENTP
37992,0,0,0,1,-1,0,-1,0,0,-1,-1,-2,0,0,2,-1,1,2,0,1,0,1,0,0,0,0,-1,1,0,0,-1,0,1,0,-1,1,-2,0,-2,-1,-2,-3,-2,0,0,1,-1,0,3,1,0,0,2,0,1,0,0,0,1,2,INTJ
37993,0,0,-3,0,0,2,0,0,3,0,-2,1,0,-2,-3,-2,0,0,2,-2,0,0,0,0,-1,0,1,0,1,0,2,0,1,0,2,1,3,2,3,0,2,-2,-1,-2,-1,0,2,0,1,0,0,0,0,0,0,0,0,2,-1,0,ENTJ
37995,0,0,1,2,0,1,-3,1,0,0,1,3,-1,-1,-1,-1,2,0,-2,2,0,1,0,0,-1,0,3,0,0,0,-1,0,1,0,-1,3,3,0,2,-2,-3,0,1,0,0,1,0,0,-2,0,0,0,-2,0,-1,0,0,3,0,-1,ISFP
38001,0,0,1,-1,-1,2,1,0,1,0,-2,-2,1,-1,1,-1,1,1,0,1,0,2,0,0,0,-1,1,-1,0,0,0,0,0,0,-1,1,0,-1,0,-1,-1,-1,0,0,1,0,0,0,-2,1,0,0,-2,0,-2,0,-1,0,-1,-1,ISFP
38004,0,0,-1,1,1,3,-3,0,2,0,2,-1,2,-2,-1,-3,-2,-2,0,0,0,-1,0,1,0,-1,-1,0,-1,-2,1,0,1,0,3,1,3,2,0,-3,-1,-1,-2,-2,0,0,0,0,1,0,0,0,1,0,3,0,1,-1,3,-3,ENTJ
38006,0,0,1,2,2,-3,0,0,-1,0,1,1,0,2,0,2,0,0,-1,-2,-1,1,0,0,-2,-2,2,0,2,0,2,0,0,0,2,1,2,-3,1,-1,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,INTP
38008,0,0,-3,2,2,2,2,-1,-1,0,-1,-2,1,-2,-1,-2,2,0,2,-2,0,1,0,0,1,-1,0,0,0,0,0,0,1,0,0,2,-1,-3,2,1,0,-2,0,0,-2,0,3,0,3,0,0,0,3,0,1,1,0,-3,-1,0,ENTJ
38009,0,0,-1,0,-1,-2,-1,-1,2,0,-1,-3,0,-2,-2,0,-2,1,-3,-3,0,2,0,0,0,0,0,0,3,0,-2,0,-2,0,3,-2,-3,0,1,-1,-2,1,0,-1,0,0,0,0,1,0,0,0,2,0,-1,0,0,1,1,2,INTP
38011,0,-1,0,-1,0,-1,-2,-1,0,0,-2,1,0,0,0,0,-2,-1,-2,-1,0,2,0,0,-1,2,-1,1,2,1,0,0,-3,0,-1,-2,-3,0,1,-1,-1,-2,1,0,0,0,-2,0,1,0,0,0,2,0,-1,0,0,2,-1,3,INTP
38017,0,0,1,1,-1,-1,-2,0,1,0,1,-2,0,2,2,1,1,0,1,-1,0,2,0,0,-1,2,2,0,1,0,1,0,-2,0,1,-2,2,-1,-2,1,2,2,0,-1,0,0,0,0,1,0,0,-1,1,0,3,0,0,2,-2,1,INTP
38018,0,0,0,2,-2,-1,-2,0,-1,0,1,-2,-1,2,1,-1,1,0,-1,3,1,1,0,0,-3,0,-2,0,-1,0,-2,0,2,0,1,3,-1,-1,-1,0,-2,-1,1,0,-1,0,-2,0,0,0,0,1,2,0,1,0,0,1,-1,0,INTJ
38019,0,0,0,-3,0,0,0,0,0,0,1,1,0,-2,-1,-1,1,2,-1,0,0,2,0,0,1,1,0,0,1,-1,-2,0,0,0,1,2,0,0,-1,0,0,-2,2,-2,-1,0,1,0,2,0,0,0,1,0,0,0,0,-2,-2,-3,ENTJ
38031,1,0,-2,1,-2,0,0,0,0,0,-1,3,0,2,2,-2,2,-2,2,0,1,1,0,0,2,1,3,1,-2,-3,2,0,-2,0,-1,1,1,0,1,1,0,-3,0,-1,0,0,0,0,-1,0,0,0,-1,0,2,0,-1,0,2,-1,ENTP
38034,0,1,-1,0,3,1,-1,0,1,0,-3,-1,2,0,-3,0,0,0,1,-1,0,-2,0,0,0,2,1,0,2,0,3,0,1,0,-1,0,0,2,2,-1,1,-1,2,2,-2,0,1,0,2,0,0,0,1,0,2,0,-1,0,1,-2,ENTJ
38042,0,0,-2,1,-2,-1,-1,0,-2,0,-1,-2,0,0,-2,1,0,1,1,-2,0,-2,0,0,2,-1,1,0,-1,-1,-1,0,-2,0,0,0,1,-2,-1,-1,1,-2,-2,-1,-2,0,2,-1,1,0,0,0,3,0,-2,0,0,2,1,0,ENTP
38044,0,0,-2,-1,-2,-2,-1,1,1,0,-2,0,0,-2,0,0,-1,-2,2,0,0,-1,0,-1,-1,0,-1,0,0,2,-1,0,-2,-1,0,-2,-1,-1,1,-3,0,2,0,-2,2,0,0,0,1,0,0,0,0,1,2,0,-1,-1,1,-1,INTJ
38047,0,0,1,1,-2,1,-3,0,1,0,-1,1,3,-3,2,-1,2,-1,-2,2,0,3,0,0,-1,-2,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-2,-1,2,1,0,1,-1,0,0,-1,0,0,-1,-2,0,-2,0,0,2,-1,-2,ISFP
38049,0,0,-2,1,-3,-2,1,0,1,0,-2,2,0,1,2,-1,0,-1,2,-2,0,0,-1,-1,2,1,3,0,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,-2,0,0,0,-2,0,-2,0,0,0,2,1,2,0,0,0,2,-2,ENTP
38050,0,0,1,-1,2,1,-3,0,0,1,-3,-3,-2,-3,0,1,1,-3,-1,-2,0,0,0,0,-3,3,1,0,1,0,0,0,2,0,2,0,1,3,-1,-1,2,1,0,3,2,0,2,0,3,0,0,0,1,0,-2,0,0,1,2,0,INTJ
38053,0,0,-3,-1,-3,-1,-2,0,2,0,-1,-2,0,-1,-2,1,-2,-1,1,-1,0,3,0,0,-1,1,1,0,0,2,0,0,1,0,2,-2,-1,-1,1,0,-2,1,-2,3,-1,0,-2,0,2,0,0,0,1,0,1,0,0,0,-2,1,INTP
38058,0,0,1,0,-1,1,1,0,-2,0,-1,3,0,-1,2,-1,-2,-1,2,-1,0,0,0,0,0,-2,-2,0,-1,-1,0,0,-1,0,-3,0,1,-1,2,-1,3,1,-1,-2,1,0,-1,0,1,0,0,0,-3,0,2,0,0,-1,1,1,ISFP
38068,0,0,0,1,-1,-2,-2,0,1,-1,0,1,-1,1,2,1,0,-2,2,2,0,-1,0,0,1,2,0,0,2,-2,1,0,-1,0,1,2,-1,-3,1,2,-2,0,1,0,3,0,0,0,-3,0,0,0,-1,0,2,0,0,2,-2,-2,ENTP
38072,0,0,3,0,1,-2,-1,0,0,0,-1,0,3,1,-3,0,0,-1,-1,-2,0,0,0,0,-1,-2,0,0,0,3,0,0,1,0,2,0,2,-3,2,-1,0,-2,3,1,-2,0,-1,0,-1,0,0,0,0,0,1,0,0,0,1,1,INTP
38073,0,0,0,-2,3,1,0,0,0,0,1,1,0,-1,0,-2,2,1,-1,-2,0,1,0,0,0,2,1,0,-2,2,-2,0,-1,0,2,2,1,-1,3,2,1,-2,2,-1,-1,0,1,0,1,0,0,0,1,0,2,0,0,-1,-1,-1,ENTJ
38074,0,0,2,0,0,-1,-2,0,0,0,0,-1,-2,2,1,-2,0,0,0,-1,0,1,1,0,-3,2,0,1,0,1,-1,0,2,0,-1,1,0,-3,-2,-2,-1,1,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,2,INTJ
38075,-1,0,3,1,-1,-1,-2,0,1,-1,2,-1,2,-3,2,-2,3,0,-3,-1,0,3,-1,0,-2,-2,0,0,0,1,0,0,-1,0,1,-2,2,-1,3,-1,1,-2,0,0,1,0,0,-1,1,0,0,0,2,0,1,0,0,1,0,0,INTP
38077,0,0,-1,2,-2,-2,-1,0,0,0,-2,0,3,1,0,0,2,1,0,-2,0,-2,0,1,2,2,0,0,-1,-1,1,0,-1,0,-1,1,2,1,-1,-3,3,2,-2,0,-2,1,2,-1,0,1,0,-1,2,0,0,0,0,0,-2,2,ENTP
